timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,ACCx,ACCy,ACCz
1732468302.1975322,-7529666.0,323334.0,92277.0,92349.0,-21767.0,-5590186.0,0.0,0.0,3710.0,7140.0,14196.0
1732468302.1999078,-6067130.0,358851.0,144520.0,144489.0,-20056.0,-4116310.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2020695,-3879792.0,29781.0,21294.0,20960.0,-787.0,-1869935.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2042425,-3879792.0,29781.0,21294.0,20960.0,-787.0,-1869935.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2064452,-3977902.0,35342.0,28689.0,28333.0,7038.0,-1947763.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2086868,-3977902.0,35342.0,28689.0,28333.0,7038.0,-1947763.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.210973,-5967470.0,307021.0,150531.0,150510.0,16912.0,-3978024.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2133315,-5967470.0,307021.0,150531.0,150510.0,16912.0,-3978024.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2156513,-5967470.0,307021.0,150531.0,150510.0,16912.0,-3978024.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2179005,-5967470.0,307021.0,150531.0,150510.0,16912.0,-3978024.0,0.0,0.0,3706.0,7129.0,14191.0
1732468302.2201266,-6114697.0,357022.0,143658.0,143626.0,-19274.0,-4162801.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2223542,-3899104.0,32369.0,22881.0,22512.0,-527.0,-1888884.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2245886,-3899104.0,32369.0,22881.0,22512.0,-527.0,-1888884.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2268145,-3967987.0,33721.0,26876.0,26524.0,6431.0,-1936602.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2291396,-3967987.0,33721.0,26876.0,26524.0,6431.0,-1936602.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2315872,-5951012.0,307076.0,150328.0,150328.0,16691.0,-3960094.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2340426,-7545271.0,321293.0,91364.0,91456.0,-21469.0,-5603020.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.2363417,-7545271.0,321293.0,91364.0,91456.0,-21469.0,-5603020.0,0.0,0.0,3714.0,7143.0,14183.0
1732468302.238573,-6142339.0,356697.0,142147.0,142179.0,-18810.0,-4189214.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2408261,-6142339.0,356697.0,142147.0,142179.0,-18810.0,-4189214.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2431672,-3908389.0,34914.0,24632.0,24320.0,-404.0,-1897263.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.245656,-3908389.0,34914.0,24632.0,24320.0,-404.0,-1897263.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2480152,-3979932.0,35114.0,28048.0,27684.0,6698.0,-1947492.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2502482,-5956476.0,306682.0,151471.0,151455.0,17286.0,-3964129.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.252558,-5956476.0,306682.0,151471.0,151455.0,17286.0,-3964129.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2548656,-7559235.0,320356.0,91373.0,91461.0,-21134.0,-5615556.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.2572963,-7559235.0,320356.0,91373.0,91461.0,-21134.0,-5615556.0,0.0,0.0,3721.0,7153.0,14196.0
1732468302.259806,-6114954.0,356574.0,143698.0,143659.0,-20866.0,-4161117.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2621455,-3888978.0,31056.0,21700.0,21361.0,-994.0,-1876942.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2645233,-3888978.0,31056.0,21700.0,21361.0,-994.0,-1876942.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2669103,-3974442.0,32375.0,25951.0,25587.0,6227.0,-1940816.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2691414,-3974442.0,32375.0,25951.0,25587.0,6227.0,-1940816.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2714047,-5957211.0,304578.0,149103.0,149043.0,17287.0,-3963086.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2737193,-5957211.0,304578.0,149103.0,149043.0,17287.0,-3963086.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2759805,-7564339.0,319214.0,90463.0,90563.0,-21159.0,-5619407.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2782288,-7564339.0,319214.0,90463.0,90563.0,-21159.0,-5619407.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2805762,-7564339.0,319214.0,90463.0,90563.0,-21159.0,-5619407.0,0.0,0.0,3719.0,7144.0,14188.0
1732468302.2830653,-3915844.0,35903.0,25158.0,24794.0,-657.0,-1902738.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2854662,-3915844.0,35903.0,25158.0,24794.0,-657.0,-1902738.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2877243,-3968417.0,32260.0,26056.0,25699.0,5913.0,-1933282.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2901533,-3968417.0,32260.0,26056.0,25699.0,5913.0,-1933282.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2925844,-5951634.0,304470.0,149416.0,149355.0,16756.0,-3956184.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2949493,-7551131.0,318775.0,90148.0,90244.0,-22498.0,-5604961.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2972977,-7551131.0,318775.0,90148.0,90244.0,-22498.0,-5604961.0,0.0,0.0,3717.0,7138.0,14197.0
1732468302.2997012,-6166317.0,355114.0,140792.0,140786.0,-21144.0,-4210481.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3020098,-3930724.0,37381.0,26247.0,25869.0,-757.0,-1916695.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3043528,-3930724.0,37381.0,26247.0,25869.0,-757.0,-1916695.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.30675,-3970094.0,31155.0,25264.0,24918.0,5854.0,-1933869.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3090556,-3970094.0,31155.0,25264.0,24918.0,5854.0,-1933869.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3114142,-5935105.0,304651.0,150108.0,150048.0,16363.0,-3938329.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.313765,-7560386.0,318451.0,89894.0,89978.0,-22496.0,-5612932.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3160388,-7560386.0,318451.0,89894.0,89978.0,-22496.0,-5612932.0,0.0,0.0,3716.0,7130.0,14212.0
1732468302.3185313,-6186866.0,354668.0,139679.0,139674.0,-21492.0,-4230009.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.320891,-6186866.0,354668.0,139679.0,139674.0,-21492.0,-4230009.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3233259,-3932135.0,36996.0,25874.0,25490.0,-946.0,-1917010.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3255577,-3932135.0,36996.0,25874.0,25490.0,-946.0,-1917010.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3279407,-3968966.0,30147.0,24256.0,23914.0,5638.0,-1931240.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.330369,-5926924.0,303903.0,148804.0,148743.0,15877.0,-3928428.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3327491,-5926924.0,303903.0,148804.0,148743.0,15877.0,-3928428.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3350217,-7568235.0,317844.0,88694.0,88779.0,-22461.0,-5619173.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3371866,-7568235.0,317844.0,88694.0,88779.0,-22461.0,-5619173.0,0.0,0.0,3731.0,7130.0,14211.0
1732468302.3393793,-6204201.0,353608.0,137311.0,137311.0,-21975.0,-4245827.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3415396,-3955729.0,41281.0,28468.0,28039.0,-684.0,-1939163.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3437197,-3955729.0,41281.0,28468.0,28039.0,-684.0,-1939163.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3459587,-3967154.0,30241.0,24138.0,23794.0,5636.0,-1927442.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.348171,-3967154.0,30241.0,24138.0,23794.0,5636.0,-1927442.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3504353,-5938702.0,303382.0,145562.0,145506.0,17009.0,-3937589.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3525693,-5938702.0,303382.0,145562.0,145506.0,17009.0,-3937589.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3547213,-7542263.0,318630.0,87863.0,87948.0,-23619.0,-5591469.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3570435,-7542263.0,318630.0,87863.0,87948.0,-23619.0,-5591469.0,0.0,0.0,3727.0,7126.0,14212.0
1732468302.3592546,-6212765.0,355124.0,137363.0,137390.0,-22366.0,-4253344.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.36161,-6212765.0,355124.0,137363.0,137390.0,-22366.0,-4253344.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3638656,-3955754.0,41671.0,28651.0,28249.0,-957.0,-1938284.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3661888,-3963241.0,28169.0,22829.0,22519.0,5393.0,-1922539.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3684728,-3963241.0,28169.0,22829.0,22519.0,5393.0,-1922539.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3706946,-5922896.0,304462.0,148378.0,148322.0,16506.0,-3920882.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3728814,-5922896.0,304462.0,148378.0,148322.0,16506.0,-3920882.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3751483,-7544397.0,318759.0,88508.0,88596.0,-23799.0,-5592399.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.37745,-7544397.0,318759.0,88508.0,88596.0,-23799.0,-5592399.0,0.0,0.0,3741.0,7136.0,14203.0
1732468302.3798113,-6195602.0,355068.0,137191.0,137177.0,-24317.0,-4235291.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3822303,-6195602.0,355068.0,137191.0,137177.0,-24317.0,-4235291.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3844328,-6195602.0,355068.0,137191.0,137177.0,-24317.0,-4235291.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3866775,-3956649.0,26281.0,21326.0,21008.0,5234.0,-1914787.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3890817,-3956649.0,26281.0,21326.0,21008.0,5234.0,-1914787.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.391402,-5914421.0,303569.0,147664.0,147561.0,16186.0,-3911001.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3936667,-5914421.0,303569.0,147664.0,147561.0,16186.0,-3911001.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.3960292,-7578767.0,316720.0,85883.0,85973.0,-22659.0,-5624944.0,0.0,0.0,3744.0,7142.0,14181.0
1732468302.398456,-6259237.0,353376.0,134020.0,134063.0,-22512.0,-4297391.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.400856,-6259237.0,353376.0,134020.0,134063.0,-22512.0,-4297391.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.4032223,-3976052.0,43843.0,29696.0,29325.0,-1059.0,-1956299.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.405482,-3976052.0,43843.0,29696.0,29325.0,-1059.0,-1956299.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.4085512,-3967335.0,28133.0,22329.0,22006.0,5395.0,-1923484.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.4109988,-5950311.0,300958.0,142958.0,142897.0,17721.0,-3943796.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.4143414,-5950311.0,300958.0,142958.0,142897.0,17721.0,-3943796.0,0.0,0.0,3745.0,7171.0,14169.0
1732468302.4185567,-6329223.0,348958.0,125519.0,125584.0,-20554.0,-4363596.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4208384,-6329223.0,348958.0,125519.0,125584.0,-20554.0,-4363596.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4231815,-4035478.0,55462.0,36109.0,35649.0,-30.0,-2011829.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.425478,-3966489.0,25686.0,20388.0,20080.0,5063.0,-1918802.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4277012,-3966489.0,25686.0,20388.0,20080.0,5063.0,-1918802.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4299867,-5909295.0,301448.0,141786.0,141747.0,16144.0,-3899469.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4324985,-5909295.0,301448.0,141786.0,141747.0,16144.0,-3899469.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.434776,-7581731.0,315379.0,80876.0,80957.0,-23258.0,-5622152.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4369397,-7581731.0,315379.0,80876.0,80957.0,-23258.0,-5622152.0,0.0,0.0,3726.0,7164.0,14167.0
1732468302.4390938,-6267279.0,351303.0,126780.0,126804.0,-24708.0,-4299930.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4413667,-6267279.0,351303.0,126780.0,126804.0,-24708.0,-4299930.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4435494,-3968153.0,41242.0,27493.0,27094.0,-1618.0,-1943479.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4457023,-3948665.0,22171.0,17852.0,17563.0,4351.0,-1899576.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4479334,-3948665.0,22171.0,17852.0,17563.0,4351.0,-1899576.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4502516,-5896996.0,300464.0,142084.0,141986.0,15845.0,-3885529.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.452519,-5896996.0,300464.0,142084.0,141986.0,15845.0,-3885529.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4546876,-7589728.0,313763.0,79468.0,79562.0,-23124.0,-5628209.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.4568875,-7589728.0,313763.0,79468.0,79562.0,-23124.0,-5628209.0,0.0,0.0,3715.0,7156.0,14173.0
1732468302.459317,-6308716.0,351091.0,127340.0,127401.0,-23406.0,-4340225.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.4633625,-4027514.0,51370.0,33999.0,33593.0,-879.0,-2000805.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.467568,-3964199.0,23753.0,19047.0,18739.0,4973.0,-1912541.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.4699352,-3964199.0,23753.0,19047.0,18739.0,4973.0,-1912541.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.4723547,-5891809.0,301596.0,141295.0,141196.0,16376.0,-3877418.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.4747365,-7600976.0,315031.0,78962.0,79052.0,-22562.0,-5636965.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.4771428,-7600976.0,315031.0,78962.0,79052.0,-22562.0,-5636965.0,0.0,0.0,3713.0,7165.0,14184.0
1732468302.479486,-6336226.0,350755.0,123361.0,123421.0,-23270.0,-4364846.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4816587,-6336226.0,350755.0,123361.0,123421.0,-23270.0,-4364846.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4837966,-6336226.0,350755.0,123361.0,123421.0,-23270.0,-4364846.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4860344,-6336226.0,350755.0,123361.0,123421.0,-23270.0,-4364846.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4882674,-3941848.0,20466.0,16402.0,16139.0,3490.0,-1888479.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4904583,-5869488.0,302866.0,143754.0,143649.0,15699.0,-3853399.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4926102,-5869488.0,302866.0,143754.0,143649.0,15699.0,-3853399.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4948153,-7578981.0,316276.0,80643.0,80726.0,-23646.0,-5613231.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4970803,-7578981.0,316276.0,80643.0,80726.0,-23646.0,-5613231.0,0.0,0.0,3714.0,7169.0,14178.0
1732468302.4993312,-6335013.0,352564.0,125629.0,125689.0,-24332.0,-4362554.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5015144,-4035236.0,52729.0,34578.0,34154.0,-1102.0,-2004775.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5037322,-4035236.0,52729.0,34578.0,34154.0,-1102.0,-2004775.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.506024,-3955781.0,21347.0,17139.0,16871.0,3983.0,-1900257.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5082026,-3955781.0,21347.0,17139.0,16871.0,3983.0,-1900257.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5105004,-5889150.0,301516.0,142492.0,142389.0,17113.0,-3870304.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5126948,-5889150.0,301516.0,142492.0,142389.0,17113.0,-3870304.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5148747,-7588332.0,315508.0,81676.0,81757.0,-23232.0,-5620539.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.5170376,-7588332.0,315508.0,81676.0,81757.0,-23232.0,-5620539.0,0.0,0.0,3729.0,7142.0,14173.0
1732468302.519198,-6347836.0,351729.0,125968.0,126025.0,-24509.0,-4373614.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5213501,-4032104.0,53321.0,34781.0,34354.0,-1300.0,-2000263.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.523555,-4032104.0,53321.0,34781.0,34354.0,-1300.0,-2000263.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5257304,-3955189.0,19969.0,16216.0,15965.0,3641.0,-1898049.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5279083,-3955189.0,19969.0,16216.0,15965.0,3641.0,-1898049.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5300775,-5869661.0,301871.0,144891.0,144792.0,16041.0,-3849152.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5322585,-5869661.0,301871.0,144891.0,144792.0,16041.0,-3849152.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5343814,-7574927.0,315457.0,82441.0,82536.0,-24417.0,-5605317.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5365145,-7574927.0,315457.0,82441.0,82536.0,-24417.0,-5605317.0,0.0,0.0,3738.0,7120.0,14189.0
1732468302.5386398,-6351372.0,351723.0,126323.0,126381.0,-25844.0,-4375736.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5408068,-6351372.0,351723.0,126323.0,126381.0,-25844.0,-4375736.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.542978,-4038167.0,52430.0,34429.0,34018.0,-1626.0,-2004963.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5451422,-4038167.0,52430.0,34429.0,34018.0,-1626.0,-2004963.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5472932,-3942327.0,19389.0,15579.0,15314.0,3303.0,-1883648.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5494943,-5859378.0,301934.0,146112.0,145946.0,16246.0,-3837286.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5516787,-5859378.0,301934.0,146112.0,145946.0,16246.0,-3837286.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5538108,-7575094.0,315254.0,82975.0,83061.0,-24087.0,-5603896.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5559711,-7575094.0,315254.0,82975.0,83061.0,-24087.0,-5603896.0,0.0,0.0,3743.0,7104.0,14183.0
1732468302.5581002,-6348564.0,351984.0,127196.0,127233.0,-26442.0,-4371893.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5602498,-6348564.0,351984.0,127196.0,127233.0,-26442.0,-4371893.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5623846,-4039372.0,52368.0,34749.0,34273.0,-1762.0,-2005258.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5645196,-4039372.0,52368.0,34749.0,34273.0,-1762.0,-2005258.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5667603,-3950076.0,19217.0,15512.0,15273.0,3280.0,-1889989.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5690348,-3950076.0,19217.0,15512.0,15273.0,3280.0,-1889989.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5712404,-5862883.0,300792.0,145249.0,145161.0,16350.0,-3838809.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.573388,-7591182.0,313751.0,81569.0,81655.0,-23878.0,-5618021.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5755377,-7591182.0,313751.0,81569.0,81655.0,-23878.0,-5618021.0,0.0,0.0,3737.0,7113.0,14186.0
1732468302.5776775,-6403029.0,350403.0,125414.0,125475.0,-25172.0,-4424613.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5798578,-6403029.0,350403.0,125414.0,125475.0,-25172.0,-4424613.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.582015,-4083018.0,61882.0,39733.0,39277.0,-1176.0,-2047096.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.584145,-4083018.0,61882.0,39733.0,39277.0,-1176.0,-2047096.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5862696,-4083018.0,61882.0,39733.0,39277.0,-1176.0,-2047096.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5883803,-4083018.0,61882.0,39733.0,39277.0,-1176.0,-2047096.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5905147,-5834421.0,302802.0,148716.0,148565.0,15437.0,-3808927.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5926483,-5834421.0,302802.0,148716.0,148565.0,15437.0,-3808927.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5947804,-7570026.0,316885.0,86233.0,86320.0,-24939.0,-5596054.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5969207,-7570026.0,316885.0,86233.0,86320.0,-24939.0,-5596054.0,0.0,0.0,3733.0,7135.0,14196.0
1732468302.5990846,-6388241.0,352834.0,128218.0,128265.0,-27119.0,-4409187.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6012254,-6388241.0,352834.0,128218.0,128265.0,-27119.0,-4409187.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6033773,-4060093.0,56520.0,37399.0,36882.0,-1811.0,-2023498.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6055179,-3940522.0,17379.0,14225.0,13999.0,2916.0,-1877626.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6076498,-3940522.0,17379.0,14225.0,13999.0,2916.0,-1877626.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.609783,-5839755.0,302139.0,148228.0,148060.0,16276.0,-3812601.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6119096,-5839755.0,302139.0,148228.0,148060.0,16276.0,-3812601.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6140635,-7584653.0,315793.0,85392.0,85481.0,-24029.0,-5608971.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6162758,-7584653.0,315793.0,85392.0,85481.0,-24029.0,-5608971.0,0.0,0.0,3724.0,7134.0,14207.0
1732468302.6184494,-6436709.0,352074.0,127230.0,127314.0,-25555.0,-4456443.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6206028,-6436709.0,352074.0,127230.0,127314.0,-25555.0,-4456443.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6227536,-4104944.0,66094.0,43465.0,43009.0,-1331.0,-2067002.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6249065,-4104944.0,66094.0,43465.0,43009.0,-1331.0,-2067002.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6270375,-3943264.0,17599.0,14516.0,14289.0,2983.0,-1878619.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6291842,-3943264.0,17599.0,14516.0,14289.0,2983.0,-1878619.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6313987,-5808350.0,304368.0,150951.0,150781.0,15266.0,-3779752.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6336305,-7558830.0,318513.0,88398.0,88478.0,-25687.0,-5582271.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6358397,-7558830.0,318513.0,88398.0,88478.0,-25687.0,-5582271.0,0.0,0.0,3717.0,7134.0,14206.0
1732468302.6381085,-6396846.0,354528.0,129629.0,129673.0,-28572.0,-4415889.0,0.0,0.0,3733.0,7131.0,14185.0
1732468302.640372,-6396846.0,354528.0,129629.0,129673.0,-28572.0,-4415889.0,0.0,0.0,3733.0,7131.0,14185.0
1732468302.642637,-4066909.0,57344.0,37822.0,37300.0,-2157.0,-2028872.0,0.0,0.0,3733.0,7131.0,14185.0
